ward_code,min_lon,min_lat,max_lon,max_lat
81110,6.488515,13.045596,6.53619,13.074176
RVSNDN06,7.385029,4.433625,7.409112,4.489325
CRSANA12,8.22243,4.844292,8.351236,4.987118
BYSSPR09,5.687409,4.369549,5.98169,4.563123
BYSSPR07,5.532057,4.509705,5.778924,4.812345
CRSKTA02,8.302391,4.774918,8.435907,4.927753
CRSBKS10,8.454202,4.68874,8.511834,4.738385
BYSBRS10,5.843041,4.305734,6.050616,4.45848
BYSBRS03,6.264163,4.290951,6.295697,4.32025
BYSKMR01,5.375165,4.898567,5.517607,5.139274
81109,6.479649,13.065265,6.520096,13.087563
81203,6.0921,12.121615,6.211159,12.316313
RVSNDN07,7.464537,4.443878,7.590608,4.496075
AKSRNN04,8.249109,4.77167,8.309542,4.836508
AKSRNN06,8.232547,4.798088,8.280519,4.858411
AKSRNN05,8.247966,4.792454,8.266344,4.819877
DTSBUR08,5.443864,5.055248,5.59072,5.204325
AKSBYF01,8.238004,4.715811,8.319883,4.765538
AKSENW06,8.217278,4.554757,8.334935,4.623324
AKSKRT09,7.602309,4.468633,7.64122,4.494366
AKSKRT08,7.737354,4.508119,7.774487,4.538228
AKSKRT04,7.678876,4.494668,7.745217,4.533583
AKSPNG09,8.175843,4.534965,8.30072,4.594372
AKSPNG10,8.025754,4.542754,8.181834,4.601578
AKSBYF04,8.236731,4.7607,8.312551,4.775565
RVSNDN10,7.262322,4.436478,7.40551,4.597422
CRSANA09,8.309198,4.924018,8.32601,4.947784
CRSANA08,8.3222,4.925282,8.333738,4.945692
CRSANA05,8.328188,4.939856,8.346956,4.95262
CRSANA04,8.318356,4.943837,8.339074,4.956346
CRSANA02,8.347524,4.950053,8.366001,4.972967
51607,5.388993,10.947367,5.578292,11.114231
OYSOLE07,3.751209,8.821481,3.757892,8.834443
81103,6.458155,12.952042,6.5662,13.067474
81006,6.114378,12.026349,6.365269,12.312059
NASKEF01,7.871661,8.844042,7.889876,8.856459
OGSABS06,3.329412,7.122375,3.349937,7.149589
80708,6.661634,12.150664,6.6858,12.173993
80705,6.567801,12.083837,6.669959,12.170162
AKSKET02,7.924656,4.643856,7.960821,4.673152
80703,6.620334,12.165343,6.664214,12.206021
80701,6.583038,12.15764,6.694713,12.230796
80505,6.480298,12.088335,6.673995,12.28763
80704,6.49711,11.564771,6.725669,11.88948
81308,6.777872,11.951795,6.963051,12.105154
80507,6.781549,12.077052,6.906787,12.24134
80710,6.570885,11.881345,6.756364,12.13571
KN3809,8.563119,11.944701,8.581086,11.96805
80709,6.673406,12.054487,6.828223,12.20238
80706,6.663105,11.985133,6.817194,12.155389
80501,6.571541,12.195923,6.749439,12.447528
80506,6.366523,12.067316,6.538331,12.430511
81008,6.285932,12.233611,6.455419,12.404157
80901,6.295535,12.354601,6.500835,12.505328
80809,6.392443,12.473152,6.582927,12.567089
80807,6.458585,12.437081,6.595579,12.523203
80801,6.59174,12.447979,6.691708,12.560709
80811,6.530725,12.612424,6.648888,12.678806
80808,6.565279,12.336124,6.688734,12.49693
80803,6.646644,12.576762,6.762868,12.651575
OYSISN03,3.676349,7.850499,3.747061,7.911565
81403,6.662826,12.579788,6.835016,12.787573
80810,6.569369,12.556148,6.663471,12.659548
80804,6.568438,12.508039,6.677868,12.59449
80806,6.417277,12.538611,6.596855,12.653523
80504,6.514693,12.255925,6.671949,12.354559
NISRJA03,4.703406,11.080523,5.115722,11.390633
NISRJA07,5.071302,11.087005,5.233471,11.241515
NISRJA05,5.259281,11.028871,5.391127,11.128478
NISRJA08,5.223766,10.90397,5.396665,11.045721
NISRJA01,5.243054,11.059042,5.409009,11.356429
NISRJA09,5.055109,10.928148,5.269103,11.106801
80307,6.71427,12.521724,6.8259,12.58909
81309,7.050811,11.81613,7.147055,12.004219
61210,5.63468,12.748793,6.034078,12.927539
81101,6.144388,13.014586,6.439725,13.135797
NISRJA10,5.205262,11.14085,5.328386,11.244867
81311,6.966821,11.842313,7.114159,12.096908
80105,5.916384,11.990889,6.019813,12.121239
OYSINW09,3.886782,7.389755,3.892984,7.400006
80907,6.2218,12.650968,6.485672,13.020152
81404,6.550022,12.642396,6.712696,12.810915
80909,6.155131,12.501702,6.365044,12.594274
80908,6.161026,12.501547,6.419949,12.645892
81402,6.375072,12.718135,6.578051,12.849521
80903,6.005788,12.5981,6.409559,13.079048
80902,6.140785,12.401083,6.365044,12.6027
81207,6.082729,12.440128,6.161376,12.594951
80905,6.090904,12.615626,6.18082,12.7797
80906,6.099953,12.615626,6.263026,12.837232
42706,7.954956,12.950711,8.086745,13.126607
42704,8.004159,13.083087,8.126621,13.240202
42010,7.652054,12.313286,7.882942,12.476096
42310,7.794175,12.317045,7.922605,12.410667
EDSBEN09,5.629093,6.331288,5.634966,6.337591
42210,7.358258,12.55406,7.46784,12.643224
40903,7.0659,12.25191,7.225836,12.451379
41009,8.310692,12.998134,8.3367,13.033111
42603,7.927403,12.704998,8.108291,12.825745
12503,14.20406,12.370801,14.222015,12.382715
42701,7.928995,13.218074,8.084194,13.33678
12405,13.165059,11.844419,13.180147,11.861708
42702,7.984169,13.109738,8.0806,13.245037
42707,7.812261,13.24014,7.944325,13.352275
41104,8.116502,12.904248,8.226603,12.998945
41108,8.068568,12.920225,8.184953,13.023086
41010,8.310469,13.039565,8.341633,13.060663
41101,8.153855,12.812468,8.243605,12.913922
41109,8.073518,12.851599,8.160517,12.918152
41001,8.316611,13.036029,8.334205,13.046454
41501,8.097892,12.723994,8.185128,12.816225
41011,8.273997,12.993469,8.318718,13.046719
42108,7.578283,12.95174,7.626944,12.984686
41005,8.172098,12.958682,8.250452,13.02948
42408,8.191273,12.98114,8.314671,13.086803
41006,8.304068,13.005463,8.319217,13.036698
41004,8.233424,12.964303,8.292524,13.022567
41110,8.048723,12.887643,8.157832,12.98628
41007,8.31854,13.032882,8.333738,13.038917
40311,7.225524,12.92577,7.401482,13.021078
41603,7.145487,12.999492,7.25467,13.125555
41602,7.199845,13.024024,7.30041,13.087546
41611,7.245019,12.994245,7.407761,13.105383
41608,7.38532,13.022118,7.576755,13.149976
41609,7.217472,13.025788,7.349756,13.125395
41601,7.392058,12.915671,7.569966,13.04604
41604,7.371378,12.893762,7.457887,13.049055
40310,7.121768,12.664462,7.214603,12.732285
43209,7.29573,12.570417,7.387713,12.691025
43203,7.218324,12.585876,7.314289,12.669764
43210,7.235251,12.532834,7.352695,12.642478
43204,7.05022,12.4317,7.244698,12.630296
41508,7.953838,12.627478,8.041711,12.743163
41505,8.031618,12.681608,8.118465,12.748116
41507,7.955146,12.552095,8.081055,12.653829
41910,7.158118,12.060836,7.35871,12.154494
41504,8.072324,12.562537,8.160433,12.693192
41510,8.059667,12.712204,8.120286,12.780712
41911,7.130272,11.869233,7.349485,12.075709
41503,8.098806,12.670618,8.153918,12.757393
42302,7.899983,12.468989,7.989653,12.552279
41502,8.118174,12.545008,8.2462,12.655402
41210,7.33458,12.255519,7.545114,12.373813
43206,7.171624,12.313332,7.345228,12.454568
42609,7.86125,12.818775,7.932148,12.867567
42710,7.86387,13.04908,8.01233,13.145187
42708,7.898676,12.913977,8.063923,13.005598
42611,7.790679,12.922798,7.923373,13.027825
42601,7.849799,12.845792,7.914026,12.917414
41802,7.829009,13.115134,7.94638,13.247176
42604,7.851545,12.866831,8.004446,12.969921
42607,7.788175,12.7917,7.887176,12.877685
40307,7.043015,12.685545,7.278501,12.780696
43207,7.317456,12.325319,7.421304,12.435229
40302,7.211365,12.7152,7.267717,12.80007
41209,7.407444,12.352449,7.552924,12.462081
40303,7.10072,12.865185,7.273312,13.007895
43208,7.228587,12.407745,7.4221,12.576325
43205,7.180054,12.363707,7.35398,12.523907
40907,7.117235,12.067889,7.310056,12.234545
41908,7.302164,11.803143,7.426488,11.946853
40206,7.617317,12.837797,7.692718,12.963363
OYSONA11,3.936653,7.351002,3.958978,7.378534
OYSATA06,3.919367,7.858121,3.956088,7.886909
40204,7.565762,12.792448,7.664465,12.956652
41203,7.484497,12.40905,7.520741,12.463356
41211,7.490089,12.452117,7.578055,12.563522
40608,7.631057,12.377309,7.710341,12.523044
42006,7.609133,12.338731,7.788131,12.459654
43201,7.205198,12.647829,7.298722,12.713914
41204,7.413511,12.3938,7.497732,12.469771
41202,7.399206,12.445394,7.519302,12.560556
40606,7.581017,12.660021,7.688245,12.744954
42009,7.752308,12.448099,7.873306,12.5381
41208,7.515726,12.347974,7.606399,12.405725
41201,7.506384,12.366646,7.640218,12.500764
42004,7.823965,12.493396,7.906278,12.5905
40604,7.617622,12.586798,7.702595,12.700153
41207,7.580623,12.343032,7.641443,12.456119
40601,7.533536,12.618939,7.627396,12.704522
42306,7.8492,12.3961,7.946948,12.517561
42307,7.935081,12.416002,7.991684,12.486089
42303,7.931682,12.526734,8.019372,12.595169
OYSOGN04,4.24444,8.128221,4.250576,8.136191
42304,7.966662,12.404365,8.051696,12.457018
41511,8.043323,12.412637,8.190387,12.545677
41509,8.032587,12.465819,8.125329,12.593932
43010,7.693622,12.694057,7.793813,12.81382
40602,7.676516,12.652056,7.761544,12.74686
40603,7.733428,12.594903,7.800406,12.700427
41801,7.745235,13.161549,7.890032,13.225865
43005,7.714031,13.003747,7.84249,13.086252
42606,7.765671,12.857679,7.866462,12.942673
CRSDUK08,8.063908,5.134042,8.152661,5.205771
40502,7.758772,12.635118,7.824966,12.720298
40609,7.712904,12.684403,7.816966,12.724097
43011,7.706209,12.88332,7.793458,12.942661
43001,7.647431,12.852028,7.714991,12.931556
43007,7.682034,12.911612,7.808416,13.025888
43004,7.630075,12.715795,7.724368,12.794718
43006,7.574789,12.720954,7.708213,12.831475
41807,7.705854,13.074315,7.774072,13.160781
41805,7.750958,13.026577,7.878974,13.148883
41806,7.664073,13.097541,7.829778,13.209087
80208,6.022701,12.657848,6.1057,12.784066
61202,5.736786,12.888101,6.0572,13.114678
51901,5.7945,11.106909,6.02543,11.311716
51902,5.864742,11.171728,6.056271,11.404871
42509,7.571206,11.909818,7.697406,12.060386
42911,7.510607,11.956538,7.627188,12.07238
42805,7.63261,12.190815,7.720529,12.256528
40701,7.111389,11.444267,7.142816,11.472276
43105,7.003518,11.461291,7.111773,11.56244
41906,7.511398,11.849913,7.639108,11.963685
40106,7.38081,11.600952,7.504062,11.69832
40709,7.138521,11.436686,7.24245,11.500687
41901,7.461001,11.792002,7.541652,11.962647
40702,7.104279,11.461794,7.18784,11.578831
OYSOGN05,4.243888,8.123909,4.247952,8.128909
OSSILA02,4.895297,8.014164,4.907015,8.021744
12406,13.141014,11.833392,13.158662,11.845339
12404,13.152802,11.840214,13.157227,11.846342
OSSBOLUW07,4.785617,7.946023,4.791702,7.950772
OYSOSO04,4.128354,8.742148,4.138389,8.753016
EBSAFK33,7.93171,5.872333,7.948031,5.888072
OYSONA09,3.925957,7.329825,3.939632,7.347734
OYSSWT01,3.370455,8.654057,3.389899,8.681023
OYSOGN01,4.210231,8.119233,4.247031,8.137102
OYSOET03,3.934916,7.854171,3.951506,7.863656
OYSOET07,3.945514,7.849667,3.964434,7.862643
12415,13.15566,11.840336,13.162153,11.847966
12409,13.162934,11.804467,13.184059,11.829672
OYSODS01,4.232622,8.113223,4.240091,8.125242
OYSOWT02,3.919528,7.825245,3.94001,7.846055
OSSIRE10,4.183475,7.356141,4.22681,7.386479
OYSODS08,4.234939,8.123954,4.240164,8.128143
41407,7.244443,11.480782,7.330527,11.580643
41402,7.300813,11.5087,7.3142,11.529022
10506,12.104772,10.721661,12.44148,10.933904
OGSOGU03,3.838076,6.755139,3.885534,6.790072
EKSEKW03,4.919434,7.462201,5.014518,7.560939
10605,12.615609,10.759455,12.766086,11.016769
10508,12.102093,10.674631,12.20175,10.796234
41401,7.294918,11.521675,7.310168,11.536279
OSSBOE02,4.659171,7.888745,4.685598,7.911754
OSSIEW06,4.706599,7.628284,4.742212,7.657847
OYSEGA08,3.927938,7.377892,3.950704,7.403641
BNSMKD11,8.531417,7.671834,8.572757,7.715411
41902,7.354138,11.93226,7.51497,12.05125
EBSAKL15,8.071027,6.283888,8.096052,6.318975
JI0911,9.390779,12.623334,9.403056,12.630911
41905,7.3814,11.865918,7.4931,11.980951
41410,7.315361,11.512385,7.338544,11.540039
40107,7.398443,11.57492,7.477754,11.643318
EBSUGB05,8.060995,6.331195,8.111026,6.366643
NASLFA13,8.493201,8.474634,8.53499,8.506326
NASDMA07,8.346724,8.382837,8.366207,8.404716
NASKEF02,7.868533,8.82862,7.885243,8.844946
NASKEF09,7.861209,8.838353,7.870386,8.855477
NASNSW07,7.699826,8.524851,7.721008,8.554653
KN3804,8.537611,11.970824,8.545386,11.9792
BA0215,9.835536,10.309682,9.84642,10.31772
KN3805,8.542222,11.964299,8.550803,11.973231
40110,7.304365,11.513466,7.412776,11.652748
KN3808,8.558221,11.950179,8.569676,11.964206
NASLFA08,8.488722,8.494063,8.523083,8.5302
NASKEF07,7.865031,8.844835,7.875345,8.856387
EBSAKL01,8.110383,6.310556,8.121705,6.325878
41403,7.310409,11.503526,7.327689,11.528035
41409,7.305691,11.527441,7.31672,11.54247
KN1202,8.526076,12.002919,8.532874,12.008808
KN1201,8.528716,11.991089,8.544549,12.005543
42507,7.575379,11.746,7.654957,11.800502
42508,7.569331,11.781161,7.63387,11.81726
42511,7.402341,11.735909,7.589076,11.823129
BNSMKD02,8.493377,7.722471,8.520505,7.747078
40809,7.587176,11.29691,7.684485,11.378327
51603,5.384596,11.037474,5.478517,11.24171
KN1203,8.527863,12.003576,8.542615,12.011608
40806,7.655483,11.308847,7.750667,11.426028
KGSKNE09,6.237695,7.547818,6.249325,7.555783
40704,7.123412,11.385416,7.251984,11.458339
43101,6.886118,11.357385,7.092875,11.535347
41406,7.274059,11.390279,7.356137,11.517657
KN1207,8.473713,12.039742,8.489016,12.057515
40708,7.236816,11.436,7.288951,11.507942
40703,7.071003,11.365081,7.235324,11.470051
41904,7.283072,11.932863,7.463434,12.142441
42804,7.702772,12.178589,7.798874,12.269456
41903,7.411673,11.974554,7.564337,12.097122
BNSMKD05,8.506121,7.711984,8.548407,7.739951
51602,5.685532,11.023441,5.867936,11.204831
PLSJJN04,8.860779,9.936412,8.894296,9.960235
PLSBUU03,8.83099,9.852608,8.873591,9.884286
PLSJJN20,8.882875,9.913815,8.890704,9.92528
PLSJJN18,8.877332,9.921681,8.888046,9.933375
PLSJJN01,8.888457,9.927023,8.893558,9.939709
PLSBUU20,8.857781,9.817016,8.885181,9.861921
PLSBUU07,8.845952,9.776872,8.865273,9.812269
PLSJJN15,8.891351,9.921813,8.932966,9.957681
PLSJJN07,8.888257,9.923967,8.896355,9.936412
PLSJJN09,8.865889,9.929532,8.884881,9.956033
PLSJJN17,8.883016,9.924623,8.889036,9.935187
PLSTNK13,9.800429,8.940407,9.807089,8.947529
PLSJJN08,8.867483,9.891027,8.894838,9.929384
PLSJJN03,8.880484,9.932738,8.891059,9.944689
PLSBUU09,8.860546,9.875703,8.882894,9.894787
PLSJJN14,8.894099,9.919592,8.904349,9.93615
PLSJJN06,8.888291,9.915528,8.900173,9.924945
PLSJJN05,8.890253,9.89889,8.898943,9.919624
51307,4.35744,11.224687,4.473271,11.316744
51311,4.25792,11.275767,4.409625,11.414966
51206,3.879559,12.403075,4.035271,12.479572
EBSAKL08,8.072841,6.311683,8.090759,6.324001
KWSFFA01,4.714378,8.146747,4.724662,8.151984
KWSFFA06,4.715967,8.150101,4.724582,8.157168
51208,3.993711,12.433056,4.087973,12.556206
KWSFFA10,4.712771,8.144507,4.721285,8.149703
KWSFUF11,4.547687,8.487985,4.558679,8.496035
50104,4.358512,12.28121,4.506032,12.352486
51103,4.235508,12.258577,4.373763,12.341153
KWSLRN10,4.470222,8.492663,4.525851,8.526496
KWSLRN03,4.52383,8.487074,4.546524,8.497803
KWSAFN03,4.231804,8.55576,4.39752,8.651899
KWSLRN02,4.522527,8.497215,4.541455,8.50863
KWSLRN05,4.533773,8.478098,4.55296,8.487985
KWSAFN14,4.241717,8.592273,4.418904,8.759447
EKSADO02,5.173402,7.626916,5.230499,7.660836
EKSADO08,5.226831,7.599939,5.254852,7.634046
EKSADO12,5.206357,7.637966,5.259821,7.700854
EKSADO03,5.206947,7.600151,5.233065,7.641129
IMSRLU11,7.011788,5.797708,7.044285,5.817297
EKSADO10,5.169299,7.615478,5.21856,7.640212
KWSKMA02,3.979053,8.966967,4.428132,9.240075
DTSSAP05,5.685462,5.874392,5.700358,5.898686
DTSSAP07,5.668248,5.887382,5.692904,5.906508
ABSSSM02,7.284162,5.062582,7.328261,5.113551
ABSABA01,7.361625,5.079627,7.378489,5.09285
IMSRLU15,7.031561,5.754879,7.08098,5.801791
IMSMGD13,6.918196,5.729141,6.955167,5.756682
ANSNEN19,7.011533,6.066541,7.033745,6.093731
IMSNGB10,6.834566,5.739134,6.866052,5.765839
IMSNGB03,6.917605,5.741998,6.93408,5.775406
IMSURU18,7.100119,5.907577,7.126575,5.927062
ABSSSM06,7.328753,5.256833,7.352435,5.277467
ABSNGK09,7.364516,5.161201,7.442762,5.223168
IMSAFR14,7.245546,5.524576,7.275508,5.545871
KWSBDU10,4.194976,8.717815,4.35837,8.923915
ANSAGU14,7.079723,5.959302,7.109162,5.99696
IMSUML08,7.184657,5.603611,7.201524,5.646388
ABSMBA04,7.288354,5.271512,7.346789,5.315394
IMSAFR16,7.273383,5.569865,7.308933,5.601505
ANSNEN12,7.001318,6.035331,7.033403,6.073634
IMSURU13,7.078297,5.817509,7.139109,5.870466
ANSHAL03,6.8564,5.744104,6.885665,5.788005
ABSEZA13,7.371207,5.099473,7.383062,5.116326
IMSAFR06,7.203283,5.509215,7.324786,5.559451
IMSTTK01,7.329667,5.533179,7.365726,5.555101
KWSAFN17,4.364601,8.541832,4.479101,8.613188
ANSJJT08,6.953872,6.045575,6.97578,6.074605
KWSLRN07,4.521591,8.506978,4.535593,8.518796
ABSKPU09,7.355504,5.398119,7.404469,5.45508
ABSUMA07,7.451737,5.519891,7.544542,5.553442
IMSETU08,7.318954,5.463969,7.348442,5.478928
ABSMBA13,7.327489,5.204773,7.40179,5.294585
IMSRLU02,7.009096,5.780076,7.039075,5.807792
ABSABA05,7.318232,5.049996,7.351913,5.08467
ABSSSM11,7.297971,5.128656,7.330854,5.166935
IMSUML02,7.080947,5.648323,7.129481,5.680701
IMSAWD01,6.986219,5.809262,7.005141,5.825913
IMSNWA13,6.992969,5.605451,7.056684,5.642462
ABSSSM13,7.340631,5.171234,7.384267,5.203686
IMSURU14,7.078493,5.865448,7.094581,5.888554
ABSMBA17,7.352154,5.242642,7.429313,5.345766
ABSMBA02,7.392253,5.209573,7.435437,5.243735
ANSHAL09,6.933085,5.852873,6.993732,5.906998
ABSSSM15,7.289828,5.150103,7.304966,5.169299
IMSABB15,7.268934,5.426658,7.2886,5.456767
ABSUMA01,7.461984,5.491875,7.498123,5.529728
ANSAGU04,7.088594,5.95458,7.124988,5.996585
ABSSSM17,7.271049,5.147119,7.346961,5.228841
IMSUML15,7.105838,5.624309,7.158834,5.666251
ABSAPR05,7.428336,5.537248,7.459588,5.566924
IMSRRT02,7.005528,5.5085,7.042482,5.541574
OSSOSO09,4.561864,7.758583,4.58021,7.784442
IMSURU16,7.091604,5.887482,7.160426,5.920339
IMSNWA07,7.021423,5.520471,7.054115,5.567484
ANSUKP06,6.94288,5.92473,6.967876,5.947353
IMSAWD11,6.943205,5.820436,6.969386,5.847066
ANSUKP20,6.944836,5.942071,6.97599,5.99626
ABSEZA01,7.319703,5.106312,7.346643,5.122483
IMSURU09,7.035314,5.869072,7.082599,5.913745
ABSABA10,7.345979,5.070371,7.367077,5.088134
IMSMGD04,6.917987,5.789527,6.939047,5.806637
KWSLRN08,4.515822,8.500769,4.548287,8.527891
ABSKPU04,7.319235,5.354035,7.381038,5.398872
ABSUMA12,7.437476,5.557638,7.46916,5.591526
ANSAGU13,7.035895,6.007665,7.069882,6.028483
IMSURU05,7.07769,5.898265,7.096788,5.917816
ABSNGK08,7.396681,5.092112,7.459831,5.213285
IMSAMG14,7.116458,5.692029,7.148638,5.720042
IMSRLU09,7.000343,5.778457,7.017832,5.797199
ABSSSM03,7.326226,5.180734,7.36688,5.215985
IMSURU01,7.043473,5.902676,7.083668,5.931416
IMSNKR04,7.087887,5.745682,7.109511,5.762649
IMSNGB09,6.912634,5.773449,6.943002,5.794927
ANSNEN11,7.026604,6.051106,7.074196,6.079693
IMSETU10,7.267927,5.460594,7.299117,5.488119
KWSKEY07,4.532912,8.504011,4.572923,8.533985
ABSSSM01,7.281313,5.123322,7.310482,5.155213
EDSBEN12,5.623485,6.325165,5.634401,6.336357
KWSAFN13,4.190364,8.633372,4.304014,8.816331
IMSNGB04,6.88129,5.732488,6.923501,5.797341
ABSABA02,7.355167,5.099851,7.374287,5.113776
ABSNGK06,7.38236,5.044761,7.458048,5.101372
IMSAFR13,7.260647,5.557785,7.28618,5.572372
IMSNSA04,7.011507,5.717718,7.063343,5.742847
IMSUMD11,7.058786,5.718702,7.084251,5.736378
IMSIHI10,7.336473,5.620726,7.369013,5.647431
OSSOLA02,4.532487,7.790055,4.583468,7.826045
ABSSSM05,7.277641,5.110547,7.301824,5.133929
ABSABA06,7.347319,5.091777,7.364369,5.105236
IMSUML01,7.123021,5.62699,7.177279,5.673631
IMSUMD09,7.056764,5.693585,7.088706,5.728474
ABSMBA14,7.385749,5.23009,7.44011,5.272837
ANSUKP07,6.998034,5.94509,7.046519,5.987135
ABSSSM12,7.313742,5.113551,7.347138,5.139872
IMSURU17,7.081472,5.903498,7.110673,5.928837
ABSAPR03,7.454356,5.43807,7.491092,5.483714
IMSRLU05,6.995315,5.802172,7.017295,5.827891
ANSHAL10,6.872006,5.843983,6.921932,5.875232
ABSSSM14,7.32881,5.12891,7.398713,5.281714
IMSUML16,7.197551,5.599906,7.226286,5.649673
IMSABB12,7.233056,5.473707,7.284876,5.522388
ANSAGU05,7.085314,5.945734,7.114387,5.965623
ABSMBA09,7.309778,5.287039,7.369959,5.31267
ANSGDD03,6.92305,6.123438,6.979315,6.159132
ANSHAL08,6.882578,5.808554,6.950686,5.852194
ABSAPR07,7.362869,5.450148,7.402785,5.489087
ABSAPR13,7.399786,5.474642,7.461306,5.508483
IMSKED02,7.071786,5.532162,7.119397,5.605765
IMSNSA08,6.972974,5.70804,7.011119,5.748661
ABSEZA02,7.341975,5.102932,7.359272,5.122721
ANSHAL14,6.881568,5.825931,6.902279,5.848957
IMSABB01,7.178176,5.469336,7.238331,5.511822
ABSKPU19,7.30061,5.32854,7.364273,5.377301
NISBMG10,5.413275,10.857475,5.83583,11.093284
IMSNWA06,6.977327,5.5671,7.016626,5.607317
ABSAPR08,7.429076,5.528197,7.452434,5.549956
ABSABA11,7.357915,5.06531,7.377653,5.08299
ANSAGU03,7.101836,5.992421,7.138519,6.032145
ABSAPR11,7.405156,5.499116,7.463539,5.57104
ABSUMA11,7.456907,5.546379,7.504468,5.598293
ANSAGU12,7.029138,5.982668,7.065133,6.021215
OSSESH03,4.418821,7.70334,4.446767,7.725438
ABSSSM08,7.312403,5.212837,7.362552,5.268063
IMSAMG13,7.136209,5.671036,7.169231,5.721787
IMSAMG15,7.11995,5.712395,7.1533,5.746773
IMSEHM02,7.294819,5.603812,7.332166,5.641858
ABSSSM10,7.294999,5.104035,7.324776,5.136585
IMSMGD14,6.945236,5.74081,6.973112,5.771766
ABSUMA08,7.461857,5.536048,7.480275,5.548174
ANSAJL03,7.099172,6.054527,7.12882,6.091123
IMSTTK04,7.299632,5.552167,7.325855,5.585966
ANSUKP05,6.970603,5.989668,7.001197,6.03686
IMSUMD13,7.019942,5.706741,7.059539,5.73181
IMSNWA08,6.956775,5.541001,6.989818,5.58344
IMSAFR07,7.224507,5.517607,7.264027,5.562603
OGSINE10,3.933125,6.857603,3.988417,6.8823
IMSAFR10,7.235924,5.556053,7.2759,5.574365
IMSNGB02,6.91252,5.806069,6.933985,5.830396
ANSGDD04,6.917135,6.086014,6.93161,6.107853
ABSABA12,7.35505,5.085158,7.366014,5.093922
ABSABA09,7.361158,5.088431,7.377347,5.103558
ABSABA04,7.348543,5.083681,7.359765,5.091922
ABSABA03,7.317699,5.064331,7.356413,5.096228
ABSEZA14,7.327787,5.09832,7.34421,5.108711
KWSKMA03,3.824631,9.210986,4.489285,9.820163
IMSAFR02,7.24741,5.570616,7.273383,5.599391
ANSNSH01,6.779546,6.151953,6.788504,6.161224
IMSRLU14,7.052304,5.733405,7.092179,5.760173
KWSKEY02,4.829604,8.647309,4.970597,8.766284
ABSEZA05,7.365161,5.107554,7.380796,5.128026
KWSKEY09,4.857658,8.554009,4.974118,8.678676
KWSKEY08,4.767441,8.607598,4.863786,8.699164
IMSAFR05,7.249137,5.514719,7.280639,5.533328
RVSRGM08,6.642449,5.322943,6.668312,5.342807
ABSSSM16,7.341101,5.15899,7.367197,5.185075
ABSAPR10,7.458765,5.468613,7.4874,5.503475
IMSUMG13,6.966209,5.524695,7.00671,5.56942
KWSWSN10,4.964733,8.229774,5.035733,8.318527
KWSWSN11,5.020731,8.258894,5.151146,8.323403
KWSBDU12,4.739511,8.661981,4.863476,8.776889
KWSSHA12,4.969588,8.346699,5.092107,8.491156
KWSWSN06,5.01909,8.294962,5.063047,8.32299
BYSYEN09,6.282102,4.907279,6.385283,4.979884
KWSLRN09,4.517422,8.428333,4.576368,8.482721
IMSABB13,7.214817,5.498185,7.254488,5.521911
ANSUKP19,7.011647,5.931213,7.057095,5.972283
KWSWSN09,5.13252,8.181533,5.239897,8.28526
OYSINE02,3.901525,7.380627,3.909858,7.385923
KWSLEM05,4.733824,8.088693,4.819159,8.14836
KWSKEY01,4.713337,8.522921,4.901375,8.64907
OYSISW12,3.841366,7.33874,3.888034,7.37965
OSSIEW02,4.729677,7.618319,4.748352,7.639508
OSSOSO02,4.531095,7.76796,4.574555,7.798418
OYSEGA02,3.944109,7.352662,4.005204,7.414484
ANSAWK19,7.045373,6.227719,7.079116,6.263463
OYSISW02,3.854138,7.367643,3.881057,7.388708
OYSINE11,3.909543,7.380605,3.931226,7.402187
OYSISE04,3.868062,7.33007,3.89199,7.357636
KWSKEY11,4.640921,8.526235,4.754498,8.63637
ANSHAL13,6.906691,5.841271,6.958066,5.911473
OYSOYE07,3.936846,7.299012,3.963229,7.337095
ANSABN07,6.9954,6.200877,7.036105,6.241082
OYSIBN07,3.884381,7.405683,3.897241,7.420722
KWSLRN01,4.473586,8.4629,4.53179,8.497499
OSSOSO08,4.580057,7.749512,4.596686,7.768762
KWSLEM06,4.675207,8.161804,4.747419,8.255114
OYSONA08,3.954115,7.266876,4.003222,7.362173
OSSISO07,4.164348,7.349667,4.207133,7.363955
OSSIAE09,4.742412,7.603228,4.769233,7.624446
KWSLRN11,4.462791,8.473676,4.526274,8.505594
OYSLAU05,3.941016,7.391038,4.031556,7.457342
KWSMUN06,5.036152,8.113717,5.102476,8.15467
OSSIEW04,4.733621,7.627748,4.751611,7.652006
KWSMUN03,5.090242,8.10419,5.123701,8.139744
KWSMUN07,5.089314,8.119124,5.15322,8.209288
KWSMUN05,4.849326,8.140936,4.956264,8.227563
OYSIBN03,3.906902,7.389037,3.92565,7.408622
OYSODS02,4.216723,8.102295,4.236073,8.126855
KWSMUN09,5.130297,8.122825,5.190678,8.199883
KWSWSN07,4.941505,8.309475,5.09461,8.364212
KWSWSN01,4.922334,8.238748,4.986404,8.356414
OSSEGO06,4.300698,7.88664,4.328856,7.914931
OYSINE09,3.903026,7.370411,3.920402,7.384502
OYSOYE08,3.900234,7.310678,3.939525,7.342371
ABSKWU18,7.534454,5.483009,7.552822,5.49964
OYSOGN07,4.239973,8.130488,4.24642,8.137505
OYSINW10,3.815983,7.405912,3.879472,7.440544
